user_id,week_start,orders_count,net_revenue,coupon_orders_count,avg_discount_pct,cod_orders_count,payment_failures_count,risk_score_avg,refunds_count,refund_amount,rto_count
U00128,2024-06-24,1,9952,0,12.363508277562522,1,0,37.0,0,0,1
U00128,2024-11-04,1,3340,1,32.45702730030334,0,0,11.0,0,0,0
U00129,2024-01-01,1,4675,1,16.11340391171721,0,0,31.0,1,1474,1
U00130,2024-06-10,1,12490,0,7.0684523809523805,0,0,3.0,0,0,1
U00130,2024-06-24,1,1024,0,22.71698113207547,1,0,31.0,1,976,0
U00130,2024-09-30,1,6506,0,16.364571281655742,1,0,30.0,2,2250,1
U00130,2024-11-11,1,4521,0,7.051809210526317,0,0,27.0,2,2816,0
U00131,2024-03-18,1,2272,1,45.450180072028814,0,0,16.0,1,757,0
U00131,2024-07-22,1,8701,0,8.718002517834663,0,0,14.0,2,3926,1
U00131,2024-09-23,1,5877,1,9.375481881264456,1,0,33.0,0,0,0
U00132,2024-03-18,1,10044,0,14.570043378412862,0,1,9.0,1,521,0
U00132,2024-12-02,1,1982,0,39.62838866890039,1,2,40.0,1,558,0
U00134,2024-04-15,1,12199,0,0.28608795161026646,0,1,29.0,2,2644,0
U00134,2024-10-21,1,3344,0,12.277019937040922,0,1,7.0,1,1794,0
U00137,2024-01-01,1,5897,1,21.404771424763428,1,0,30.0,2,1240,1
U00137,2024-04-01,1,10968,1,6.256410256410256,1,0,34.0,1,1216,0
U00137,2024-08-05,1,12703,1,1.312927284027346,0,0,5.0,0,0,0
U00138,2024-07-15,1,9690,1,14.700704225352112,0,0,22.0,2,1314,0
U00138,2024-09-09,1,12184,0,4.842236800999688,0,0,14.0,0,0,0
U00139,2024-02-26,1,6010,0,20.005324104884867,0,0,29.0,1,1864,0
U00139,2024-04-22,1,9369,1,10.318751794773618,1,0,15.0,2,2990,1
U00141,2024-07-08,1,8263,0,14.123882768655166,1,2,37.0,0,0,1
U00141,2024-09-09,1,11108,0,10.042112082928409,0,0,18.0,1,533,1
U00142,2024-07-01,1,412,0,37.85822021116139,0,0,20.0,2,1976,0
U00142,2024-12-02,1,5765,0,21.607288550448736,0,0,27.0,0,0,0
U00143,2024-12-23,1,13338,1,10.356878822501512,1,2,37.0,2,2396,1
U00144,2024-05-13,1,2933,1,6.293929712460064,0,0,3.0,1,1077,1
U00146,2024-07-08,1,2198,0,22.985283812193412,1,0,16.0,0,0,0
U00146,2024-07-29,1,10056,0,3.17735413056037,1,0,33.0,1,1009,0
U00147,2024-01-29,1,6342,1,20.085685483870968,0,0,23.0,0,0,0
U00147,2024-04-08,1,12939,0,9.920634920634921,0,0,16.0,1,1111,1
U00148,2024-01-29,1,2123,0,39.75595913734393,0,1,27.0,1,1319,0
U00148,2024-05-13,1,7376,0,17.33721842429676,0,0,3.0,2,3426,1
U00149,2024-07-22,1,2500,0,43.07832422586521,1,1,39.0,2,2474,0
U00149,2024-09-30,1,6314,0,18.170036288232243,0,1,18.0,0,0,0
U00149,2024-10-07,1,9788,0,5.145847465839713,1,1,46.0,0,0,0
U00153,2024-01-01,1,12378,0,13.507092446369926,0,2,23.0,1,1437,1
U00154,2024-06-03,1,3694,1,22.59010896898575,0,0,25.0,2,1280,1
U00154,2024-07-15,1,1255,1,24.76019184652278,0,0,11.0,1,1431,1
U00154,2024-10-28,1,1883,0,17.26713532513181,0,0,17.0,1,1976,0
U00154,2024-12-23,1,1940,1,46.319867183176534,0,0,38.0,0,0,0
U00155,2024-08-19,1,12166,0,12.63823064770932,0,3,34.0,1,574,1
U00156,2024-08-26,1,-976,1,209.6629213483146,0,0,37.0,1,1806,0
U00159,2024-01-15,1,6322,0,19.679837377715664,0,3,27.0,2,1516,0
U00159,2024-03-18,1,14432,0,2.6049399379133487,0,0,24.0,1,878,0
U00160,2024-06-03,1,-363,0,154.83383685800604,1,0,23.0,1,928,0
U00160,2024-07-29,1,-720,1,227.88632326820607,0,0,15.0,1,1137,1
U00160,2024-12-02,1,5589,0,18.396846254927727,0,0,13.0,0,0,1
U00161,2024-08-19,1,-99,1,111.37931034482757,0,0,25.0,2,2818,1
U00161,2024-10-14,1,7606,1,7.43580382134599,0,0,12.0,0,0,1
U00162,2024-02-05,1,8657,0,1.5578803729815782,1,0,10.0,0,0,1
U00162,2024-07-22,1,1463,0,53.10897435897436,0,0,40.0,2,2146,1
U00162,2024-08-05,1,5056,1,0.5703048180924287,0,1,24.0,0,0,0
U00162,2024-11-25,1,10873,0,3.1962250712250713,1,0,19.0,1,897,1
U00163,2024-06-03,1,12245,0,9.490723630719195,0,0,14.0,0,0,0
U00163,2024-11-04,1,8230,0,13.267994519970491,0,0,20.0,0,0,1
U00164,2024-07-15,1,8466,1,18.70558863068946,0,0,11.0,1,1194,1
U00164,2024-11-25,1,12392,0,13.632562029551156,0,0,4.0,1,1003,0
U00165,2024-01-22,1,5886,1,20.427200216303905,0,2,23.0,0,0,1
U00165,2024-04-29,1,10733,0,9.761224146628553,1,0,15.0,0,0,0
U00165,2024-11-18,1,745,1,68.10787671232876,0,0,20.0,1,1349,1
U00166,2024-08-05,1,5858,1,2.6586905948820205,0,0,27.0,2,1868,0
U00166,2024-12-02,1,10220,1,2.934751638332225,0,1,24.0,1,1591,0
U00167,2024-08-19,1,5789,1,9.88480697384807,1,0,43.0,2,1872,0
U00168,2024-07-08,1,3421,0,29.157175398633257,1,0,13.0,1,1384,0
U00170,2024-02-05,1,2333,0,45.38857677902622,0,0,27.0,1,1788,0
U00171,2024-06-24,1,8640,0,16.10836003495485,0,0,4.0,2,2524,0
U00172,2024-05-06,1,13366,1,6.5706696490982806,0,0,39.0,2,3806,0
U00173,2024-01-15,1,3242,1,19.573306871743984,0,0,21.0,2,3852,0
U00173,2024-03-25,1,4556,1,23.621123218776194,0,0,8.0,0,0,0
U00174,2024-06-10,1,6602,0,4.401969302056183,0,2,32.0,2,3470,0
U00175,2024-09-02,1,11997,0,2.8818910386141017,0,1,38.0,1,1089,0
U00177,2024-01-22,1,10411,1,14.572905555099696,1,1,37.0,1,1403,0
U00179,2024-08-05,1,8582,0,11.361288989878124,0,0,19.0,1,956,0
U00181,2024-04-22,1,3272,1,23.1203007518797,1,3,30.0,0,0,0
U00181,2024-04-29,1,14336,1,1.3894620993259046,0,0,19.0,2,1194,0
U00182,2024-12-16,1,6959,0,20.63184306569343,1,0,23.0,2,3030,1
U00183,2024-01-15,1,1974,0,25.396825396825395,0,0,7.0,0,0,1
U00183,2024-04-29,1,5656,0,5.449682380474758,0,1,17.0,2,1624,1
U00183,2024-05-13,1,10160,0,14.398854157890304,1,0,25.0,1,745,0
U00183,2024-11-04,1,4933,0,24.893422655298416,0,0,10.0,2,1116,0
U00183,2024-12-09,1,-825,0,223.3183856502242,0,1,16.0,0,0,1
U00186,2024-01-22,1,-728,1,223.38983050847457,1,2,44.0,0,0,1
U00187,2024-03-25,1,5008,0,2.378167641325536,0,1,11.0,2,2362,0
U00187,2024-06-17,1,14034,1,3.7844508432743726,0,0,17.0,0,0,1
U00187,2024-09-23,1,7861,0,16.425685732511162,0,0,25.0,2,3420,0
U00188,2024-09-02,2,24348,1,8.826144126368774,0,1,33.0,2,3504,0
U00188,2024-10-14,1,5355,1,12.81341582546402,1,0,27.0,1,657,0
U00190,2024-01-15,1,2336,1,5.958132045088567,0,0,25.0,2,3168,0
U00190,2024-03-04,1,4580,0,12.795125666412796,1,0,37.0,2,1422,0
U00190,2024-06-17,1,6171,0,5.046930296968764,0,0,10.0,1,1658,1
U00190,2024-09-02,1,9653,0,0.7811696988385239,0,0,29.0,1,1833,0
U00190,2024-12-16,1,646,0,61.68446026097272,1,0,27.0,2,2494,0
U00191,2024-01-08,1,5760,0,4.318936877076411,0,0,22.0,1,1543,1
U00191,2024-04-01,1,11754,1,7.579808145934895,0,1,30.0,0,0,1
U00192,2024-03-11,1,11893,0,10.227958937198068,1,0,29.0,2,3512,1
U00194,2024-03-18,1,2641,0,13.833605220228385,0,0,26.0,0,0,1
U00194,2024-03-25,1,5723,1,23.642428285523682,0,0,21.0,2,3388,1
U00194,2024-08-05,1,12516,0,10.516908557946666,0,1,13.0,1,655,1
U00195,2024-06-24,1,12909,0,8.192873906550032,0,3,43.0,1,1789,0
U00198,2024-01-08,1,14165,0,1.2616757284260423,0,0,19.0,1,1429,0
U00198,2024-02-19,1,6161,1,19.432457172747483,0,0,27.0,2,3334,1
U00198,2024-05-20,1,6103,0,12.901384329955759,0,3,48.0,0,0,0
U00198,2024-09-23,1,11359,1,13.011180885281053,0,0,8.0,2,3194,0
U00198,2024-11-11,1,13238,0,8.298697700193959,0,0,17.0,0,0,0
U00198,2024-11-25,1,1094,1,49.187180678123546,0,0,32.0,1,868,0
U00201,2024-07-15,1,4645,1,20.065393219755638,0,0,29.0,0,0,1
U00201,2024-09-23,1,12244,0,8.544965640872423,0,0,13.0,2,2896,1
U00202,2024-05-20,1,3325,1,16.4362905252576,0,0,7.0,2,1826,1
U00202,2024-07-08,1,12567,0,4.112620173966122,0,3,36.0,1,1327,0
U00202,2024-11-11,1,1770,0,52.7369826435247,0,0,15.0,2,2270,0
U00203,2024-01-22,1,9763,0,5.378949408800155,0,0,7.0,0,0,0
U00203,2024-04-08,1,6757,0,5.4568350356793065,0,0,5.0,0,0,0
U00205,2024-01-15,1,9268,0,2.708377073273147,0,0,4.0,1,541,0
U00205,2024-03-11,1,10910,0,6.2714776632302405,1,3,66.0,1,1288,1
U00206,2024-11-04,1,7600,1,6.253854693474775,0,0,14.0,0,0,1
U00207,2024-09-02,1,10186,1,6.71306896235919,0,0,3.0,0,0,1
U00208,2024-03-04,1,14042,0,2.937720329024677,1,0,15.0,2,2850,0
U00208,2024-11-18,1,13668,0,2.55934982533685,0,0,20.0,0,0,0
U00210,2024-05-27,1,12097,0,4.045371618941858,0,0,13.0,2,2594,0
U00212,2024-09-02,1,9694,0,5.442840421381194,0,0,21.0,2,1370,1
U00213,2024-01-08,1,10154,0,14.341150666441708,0,0,23.0,2,1848,1
U00213,2024-05-27,1,649,0,54.45614035087719,0,0,28.0,2,1564,1
U00214,2024-11-18,1,5146,0,15.473061760840997,0,2,10.0,1,771,1
U00216,2024-04-08,1,2140,0,0.37243947858473,1,0,26.0,2,2072,1
U00216,2024-05-20,1,5657,0,19.370011402508553,1,0,28.0,2,1234,0
U00216,2024-06-24,1,11140,0,5.832628909551986,0,0,9.0,2,3224,1
U00217,2024-01-08,1,8641,0,16.390904692791487,0,0,4.0,2,2710,0
U00217,2024-10-14,1,3594,0,30.644538788112698,0,0,21.0,0,0,1
U00217,2024-11-25,1,8530,1,18.985658657042453,0,2,16.0,0,0,1
U00221,2024-01-29,1,11364,0,11.412535079513564,0,1,11.0,0,0,1
U00223,2024-09-30,1,12808,1,1.5980331899200986,1,0,13.0,2,2044,0
U00224,2024-06-03,1,12346,0,13.591825307950728,0,0,17.0,1,1866,0
U00225,2024-09-09,1,10140,0,5.109489051094891,0,0,10.0,1,1855,0
U00225,2024-10-14,1,14412,0,1.5775455849211226,1,0,26.0,2,2008,1
U00226,2024-02-12,1,1380,0,43.833943833943835,0,0,33.0,1,602,0
U00226,2024-08-12,1,640,0,57.446808510638306,0,2,20.0,0,0,0
U00227,2024-02-05,1,5555,0,16.35295889173317,0,1,29.0,0,0,1
U00227,2024-04-22,1,10055,1,2.9814743342338867,0,1,14.0,1,661,0
U00227,2024-06-24,1,14382,0,2.9292656587473003,0,0,24.0,1,1608,0
U00229,2024-09-02,1,4159,0,1.6784869976359338,0,1,16.0,2,3482,0
U00232,2024-03-18,1,3762,0,22.48093962497424,0,0,8.0,0,0,1
U00233,2024-09-02,1,7111,0,12.393741530121966,0,2,27.0,1,740,0
U00233,2024-09-09,1,11007,1,4.044983000610235,0,0,5.0,1,933,1
U00235,2024-02-12,1,-770,0,216.84370257966617,0,2,51.0,2,2012,0
U00235,2024-04-15,1,13106,0,3.2838904877868793,0,0,13.0,0,0,0
U00235,2024-10-07,1,1698,0,24.09476978095664,1,0,24.0,1,1309,0
U00235,2024-11-18,1,11429,0,7.927173124949649,0,1,10.0,2,1588,1
U00236,2024-07-15,1,9303,1,6.9513902780556105,0,0,28.0,2,3106,1
U00236,2024-10-14,1,9665,0,4.0789996030170705,0,0,18.0,1,886,1
U00237,2024-07-29,1,4473,0,17.700091996320147,0,0,10.0,2,2250,1
U00237,2024-09-02,1,4816,1,26.64127951256664,0,1,22.0,0,0,1
U00238,2024-12-02,1,8441,0,16.49188761377127,0,1,27.0,0,0,1
U00242,2024-04-29,1,3450,1,35.73025335320417,1,0,25.0,1,876,1
U00242,2024-06-10,1,8936,0,5.668742742531405,0,0,7.0,0,0,1
U00242,2024-07-08,1,11171,1,9.969374597034172,0,0,26.0,0,0,0
U00242,2024-10-28,1,6916,1,11.88686456873487,0,0,18.0,0,0,0
U00243,2024-10-14,1,6743,0,14.494040071011922,0,0,32.0,1,1493,0
U00244,2024-07-01,1,7395,0,10.709973436368028,1,0,24.0,0,0,0
U00245,2024-04-08,1,7534,0,15.877623939258598,0,1,12.0,2,3236,1
U00245,2024-09-23,1,3882,1,32.41643454038997,0,0,39.0,0,0,1
U00245,2024-12-16,1,2304,1,30.05464480874317,0,0,27.0,0,0,1
U00246,2024-03-04,1,4797,0,7.052896725440807,0,0,13.0,0,0,1
U00247,2024-11-04,1,7062,0,9.54271807352376,1,0,21.0,1,1053,1
U00249,2024-12-09,1,2081,0,32.87096774193549,0,0,36.0,1,1280,0
