order_id,user_id,session_id,order_ts,gross_amount,discount_amount,net_amount,payment_method,coupon_id,item_count,total_qty,top_category,shipping_pincode,shipping_city_tier,high_discount_flag,multi_coupon_user_flag,payment_fail_count,device_reuse_count,pincode_reuse_count,order_value_zscore,qty_outlier_flag,new_user_flag,cod_flag,late_night_flag,multi_order_session_flag,risk_score,risk_band
O000000036,U001541,S000000979,2025-08-04 23:08:35,5059.0,0.0,5059.0,COD,NO_COUPON,3,6,Electronics,569190.0,Tier 1,0,0,0.0,4,95.0,-0.1823798317677226,0,0,1,1,0,15.0,Low
O000000037,U000405,S000000987,2025-08-04 20:51:45,9184.89,150.0,9034.89,Card,FLAT150,1,3,Electronics,569190.0,Tier 1,0,0,0.0,1,95.0,0.4878978085160574,0,0,0,0,0,0.0,
O000000038,U002782,S000000997,2025-08-04 22:23:14,4863.28,0.0,4863.28,Card,NO_COUPON,3,5,Electronics,577548.0,Tier 3,0,0,0.0,2,36.0,-0.21417581754444998,0,0,0,0,0,0.0,
O000000039,U000648,S000001026,2025-08-04 02:59:07,2166.39,0.0,2166.39,Card,NO_COUPON,2,3,Electronics,572901.0,Tier 3,0,0,0.0,4,32.0,-0.6523031222726234,0,0,0,1,0,5.0,Low
O000000040,U003141,S000001047,2025-08-04 06:09:31,1255.6,80.0,1175.6,UPI,CPN009,1,1,Electronics,569539.0,Tier 1,0,0,0.0,16,139.0,-0.8002668760309797,0,0,0,0,0,0.0,
O000000041,U000018,S000001055,2025-08-04 14:34:23,4108.49,150.0,3958.49,COD,FLAT150,4,5,Electronics,573828.0,Tier 3,0,0,0.0,2,52.0,-0.33679635762423743,0,0,1,0,0,10.0,Low
O000000042,U002135,S000001063,2025-08-04 15:41:16,3174.86,0.0,3174.86,Card,NO_COUPON,2,5,Electronics,574252.0,Tier 3,0,0,0.0,1,51.0,-0.4884706177955327,0,0,0,0,0,0.0,
O000000043,U001420,S000001064,2025-08-04 02:13:56,689.76,0.0,689.76,Card,NO_COUPON,2,2,Electronics,,Unknown,0,0,0.0,3,1.0,-0.8921912608250904,0,0,0,1,0,5.0,Low
O000000044,U000691,S000001073,2025-08-04 15:24:53,241.42,0.0,313.45,Card,NO_COUPON,1,2,Electronics,568375.0,Tier 1,0,0,4.0,3,124.0,-0.9650270071113051,0,1,0,0,0,20.0,Low
O000000045,U000573,S000001099,2025-08-04 08:07:52,1934.65,0.0,1934.65,Card,NO_COUPON,2,3,Electronics,577522.0,Tier 3,0,0,0.0,2,68.0,-0.6899507911051329,0,0,0,0,0,0.0,
O000000046,U002199,S000001109,2025-08-05 16:01:08,919.92,0.0,919.92,Card,NO_COUPON,1,2,Electronics,568518.0,Tier 1,0,0,0.0,7,164.0,-0.8548002732593253,0,0,0,0,0,0.0,
O000000047,U002926,S000001132,2025-08-05 15:50:33,20918.18,0.0,20918.18,COD,NO_COUPON,4,9,Electronics,572398.0,Tier 3,0,0,0.0,2,56.0,2.3940470112251155,0,0,1,0,0,10.0,Low
O000000048,U000509,S000001137,2025-08-05 23:54:54,145.62,0.0,206.25,NetBanking,NO_COUPON,1,1,Electronics,572495.0,Tier 3,0,0,0.0,7,40.0,-0.9805903396139133,0,0,0,1,0,5.0,Low
O000000049,U001289,S000001149,2025-08-05 13:47:04,3261.08,80.0,3181.08,COD,SHIPFREE,2,3,Electronics,579260.0,Tier 3,0,0,0.0,1,65.0,-0.47446361854318536,0,1,1,0,0,15.0,Low
O000000050,U000152,S000001164,2025-08-05 23:11:48,14980.38,0.0,14980.38,COD,NO_COUPON,3,8,Electronics,579266.0,Tier 3,0,0,0.0,3,53.0,1.4294128177596979,0,0,1,1,0,15.0,Low
O000000051,U001885,S000001219,2025-08-05 21:30:01,2443.9,244.39,2199.51,Card,CPN012,2,3,Electronics,572788.0,Tier 3,0,0,2.0,1,39.0,-0.6072198195294208,0,0,0,0,0,10.0,Low
O000000052,U001021,S000001256,2025-08-05 07:43:47,12895.54,120.0,12775.54,COD,CPN014,4,9,Electronics,568375.0,Tier 1,0,0,0.0,3,124.0,1.090717012595422,0,0,1,0,0,10.0,Low
O000000053,U000791,S000001303,2025-08-05 14:26:51,9887.15,80.0,9807.15,UPI,SHIPFREE,4,9,Electronics,575588.0,Tier 3,0,0,1.0,3,46.0,0.6019845087590807,0,0,0,0,0,5.0,Low
O000000054,U002613,S000001345,2025-08-05 10:17:56,6671.26,0.0,6671.26,Card,NO_COUPON,2,3,Electronics,579236.0,Tier 3,0,0,0.0,1,38.0,0.07954228160028463,0,0,0,0,0,0.0,
O000000055,U002850,S000001398,2025-08-05 16:12:57,230.91,0.0,275.17,Card,NO_COUPON,1,3,Electronics,574597.0,Tier 3,0,0,1.0,1,37.0,-0.9667344249046497,0,0,0,0,0,5.0,Low
O000000056,U000580,S000001405,2025-08-05 09:54:52,431.49,0.0,525.68,Card,NO_COUPON,1,3,Electronics,576074.0,Tier 3,0,0,0.0,5,63.0,-0.9341489005479362,0,0,0,0,0,0.0,
O000000057,U002812,S000001511,2025-08-05 09:14:32,18323.2,0.0,18323.2,COD,NO_COUPON,4,9,Electronics,575842.0,Tier 3,0,0,0.0,5,58.0,1.9724756482019608,0,1,1,0,0,15.0,Low
O000000058,U001760,S000001512,2025-08-05 22:01:49,1035.92,0.0,1035.92,COD,NO_COUPON,2,5,Electronics,575139.0,Tier 3,0,0,0.0,1,64.0,-0.8359553194983383,0,0,1,0,0,10.0,Low
O000000059,U001175,S000001537,2025-08-05 08:35:31,4411.48,0.0,4411.48,UPI,NO_COUPON,4,4,Electronics,576334.0,Tier 3,0,0,1.0,2,45.0,-0.2875736633135354,0,0,0,0,0,5.0,Low
O000000060,U000333,S000001538,2025-08-05 21:47:52,27005.57,500.0,26505.57,UPI,FLASH40,4,25,Electronics,577545.0,Tier 3,0,0,2.0,3,39.0,3.3829830722173084,1,0,0,0,0,20.0,Low
O000000061,U001101,S000001553,2025-08-05 02:48:20,9796.73,0.0,9796.73,UPI,NO_COUPON,4,10,Electronics,579609.0,Tier 3,0,0,1.0,1,47.0,0.5872951922153873,0,0,0,1,0,10.0,Low
O000000062,U000860,S000001562,2025-08-05 09:46:10,8380.97,0.0,8380.97,Card,NO_COUPON,2,3,Electronics,575438.0,Tier 3,0,0,0.0,2,38.0,0.3572957806925002,0,0,0,0,0,0.0,
O000000063,U002712,S000001567,2025-08-05 16:43:39,2751.64,0.0,2751.64,UPI,NO_COUPON,3,5,Electronics,575674.0,Tier 3,0,0,0.0,2,44.0,-0.557225456853506,0,0,0,0,0,0.0,
O000000064,,S000001572,2025-08-05 12:35:35,3612.76,0.0,3612.76,COD,NO_COUPON,4,8,Electronics,567465.0,Tier 1,0,0,0.0,4,1.0,-0.4173309173478069,0,0,1,0,0,10.0,Low
O000000065,U002954,S000001602,2025-08-05 20:08:52,7829.69,500.0,7329.69,Card,FLASH40,4,10,Electronics,571647.0,Tier 3,0,0,0.0,8,66.0,0.26773676250838907,0,0,0,0,0,0.0,
O000000066,U001761,S000001608,2025-08-05 03:07:10,376.7,0.0,469.64,Card,GROC10,1,1,Electronics,571631.0,Tier 3,0,0,1.0,4,42.0,-0.9430498920700437,0,0,0,1,0,10.0,Low
O000000067,,S000001631,2025-08-06 22:22:47,5485.44,0.0,5485.44,UPI,NO_COUPON,2,4,Electronics,568920.0,Tier 1,0,0,0.0,1,1.0,-0.11310188278638406,0,0,0,0,0,0.0,
O000000068,U000901,S000001690,2025-08-06 16:15:13,11811.93,0.0,11811.93,Card,NO_COUPON,2,4,Electronics,572149.0,Tier 3,0,0,0.0,4,54.0,0.914677526863154,0,1,0,0,0,5.0,Low
O000000069,,S000001721,2025-08-06 17:32:49,5353.95,0.0,5353.95,Card,NO_COUPON,3,4,Electronics,561982.0,Tier 1,0,0,0.0,1,1.0,-0.13446328770045451,0,0,0,0,0,0.0,
O000000070,U002508,S000001733,2025-08-06 13:56:58,4416.36,0.0,4416.36,COD,NO_COUPON,1,2,Electronics,568375.0,Tier 1,0,0,0.0,3,124.0,-0.28678087560359045,0,1,1,0,0,15.0,Low
O000000071,U000616,S000001744,2025-08-06 18:49:21,2584.97,150.0,2434.97,Card,CPN008,1,1,Electronics,574573.0,Tier 3,0,0,1.0,2,50.0,-0.5843020813650897,0,0,0,0,0,5.0,Low
O000000072,U001921,S000001784,2025-08-06 02:22:59,22225.67,0.0,22225.67,Card,NO_COUPON,3,5,Electronics,563967.0,Tier 1,0,0,1.0,2,168.0,2.606457257716088,0,0,0,1,0,10.0,Low
O000000073,U001212,S000001838,2025-08-06 05:28:52,2742.72,0.0,2742.72,COD,NO_COUPON,1,1,Electronics,574441.0,Tier 3,0,0,0.0,1,39.0,-0.5586745688151268,0,0,1,1,0,15.0,Low
O000000074,U002875,S000001840,2025-08-06 12:45:19,9350.58,0.0,9350.58,NetBanking,NO_COUPON,1,3,Electronics,577522.0,Tier 3,0,0,0.0,4,68.0,0.5148152256596603,0,0,0,0,0,0.0,
O000000075,U000995,S000001876,2025-08-06 03:32:27,5902.63,0.0,5902.63,Card,NO_COUPON,4,8,Electronics,568518.0,Tier 1,0,0,0.0,2,164.0,-0.045326656410986134,0,1,0,1,0,10.0,Low
O000000076,U002900,S000001890,2025-08-06 10:04:32,6529.6,0.0,6529.6,NetBanking,NO_COUPON,4,9,Electronics,565285.0,Tier 1,0,0,2.0,5,120.0,0.056528694102169035,0,0,0,0,0,10.0,Low
O000000077,U001895,S000001914,2025-08-06 19:11:24,10692.97,300.0,10392.97,COD,CPN012,4,10,Electronics,573709.0,Tier 3,0,0,0.0,2,56.0,0.732895203928723,0,0,1,0,0,10.0,Low
O000000078,U001036,S000001916,2025-08-06 03:45:34,881.18,0.0,881.18,Card,NO_COUPON,2,3,Electronics,575439.0,Tier 3,0,0,0.0,2,60.0,-0.8610938379895031,0,0,0,1,0,5.0,Low
O000000079,U001051,S000001950,2025-08-06 21:06:53,3628.18,0.0,3628.18,COD,NO_COUPON,2,5,Electronics,577522.0,Tier 3,0,0,0.0,1,68.0,-0.41482583814957924,0,0,1,0,0,10.0,Low
O000000080,U001780,S000001966,2025-08-06 00:36:16,984.88,80.0,904.88,Card,SHIPFREE,2,4,Electronics,577742.0,Tier 3,0,0,1.0,4,59.0,-0.8442470991531725,0,0,0,1,0,10.0,Low
O000000081,U003166,S000002005,2025-08-06 18:42:54,9041.8,0.0,9041.8,UPI,NO_COUPON,4,7,Electronics,575438.0,Tier 3,0,0,0.0,3,38.0,0.4646519082258882,0,0,0,0,0,0.0,
O000000082,U000874,S000002026,2025-08-06 02:08:11,2023.29,0.0,2023.29,UPI,NO_COUPON,2,3,Electronics,568375.0,Tier 1,0,0,0.0,5,124.0,-0.675550647127772,0,1,0,1,0,10.0,Low
O000000083,U001941,S000002027,2025-08-06 15:59:32,771.56,150.0,621.56,UPI,CPN008,1,1,Electronics,571541.0,Tier 3,0,0,1.0,3,38.0,-0.8789023192936358,0,0,0,0,0,5.0,Low
O000000084,U000143,S000002045,2025-08-06 02:24:14,8242.21,0.0,8242.21,Card,NO_COUPON,3,8,Electronics,563967.0,Tier 1,0,0,6.0,3,168.0,0.33475331703840916,0,0,0,1,0,20.0,Low
O000000085,U002243,S000002054,2025-08-06 04:27:19,5927.37,0.0,5927.37,COD,NO_COUPON,2,3,Electronics,579266.0,Tier 3,0,0,0.0,7,53.0,-0.04130748265196188,0,0,1,1,0,15.0,Low
O000000086,U002787,S000002074,2025-08-06 10:53:07,4118.32,0.0,4118.32,UPI,NO_COUPON,3,4,Electronics,572398.0,Tier 3,0,0,0.0,3,56.0,-0.33519941024949174,0,0,0,0,0,0.0,
O000000087,,S000002076,2025-08-06 20:21:01,9655.99,0.0,9655.99,Card,NO_COUPON,4,10,Electronics,564941.0,Tier 1,0,0,1.0,1,1.0,0.5644310646953761,0,0,0,0,0,5.0,Low
O000000088,U001175,S000002087,2025-08-06 20:10:38,2820.99,0.0,2820.99,Card,NO_COUPON,2,4,Electronics,576334.0,Tier 3,0,0,0.0,2,45.0,-0.5459590987213988,0,0,0,0,0,0.0,
O000000089,U001860,S000002116,2025-08-06 13:26:33,33822.57,500.0,33322.57,Card,FLASH40,4,11,Electronics,579236.0,Tier 3,0,0,1.0,3,38.0,4.490449018671171,1,0,0,0,0,15.0,Low
O000000090,U000125,S000002144,2025-08-07 11:17:13,1465.58,0.0,1465.58,COD,NO_COUPON,1,1,Electronics,565285.0,Tier 1,0,0,0.0,13,120.0,-0.7661542605936343,0,0,1,0,0,10.0,Low
O000000091,U001933,S000002173,2025-08-07 09:45:54,7639.44,300.0,7339.44,Card,CPN012,4,9,Electronics,573709.0,Tier 3,0,0,1.0,2,56.0,0.23682941377539105,0,0,0,0,0,5.0,Low
O000000092,U002165,S000002175,2025-08-07 13:04:18,8831.96,0.0,8831.96,UPI,NO_COUPON,3,7,Electronics,,Unknown,0,0,0.0,4,1.0,0.4305620366982545,0,0,0,0,0,0.0,
O000000093,U001905,S000002191,2025-08-07 01:05:43,853.71,80.0,773.71,UPI,SHIPFREE,1,3,Electronics,574621.0,Tier 3,0,0,0.0,2,36.0,-0.8655565179879025,0,0,0,1,0,5.0,Low
O000000094,U001610,S000002196,2025-08-07 18:12:20,768.27,0.0,768.27,COD,NO_COUPON,2,2,Electronics,575139.0,Tier 3,0,0,0.0,2,64.0,-0.879436801171857,0,1,1,0,0,15.0,Low
O000000095,U001466,S000002237,2025-08-07 14:50:48,579.0,0.0,579.0,COD,NO_COUPON,2,4,Electronics,577522.0,Tier 3,0,0,0.0,2,68.0,-0.9101849425368742,0,0,1,0,0,10.0,Low
O000000096,U001341,S000002255,2025-08-07 15:56:37,1812.74,120.0,1692.74,Wallet,CPN014,1,2,Electronics,571541.0,Tier 3,0,0,0.0,2,38.0,-0.7097558627689428,0,0,0,0,0,0.0,
O000000097,U001165,S000002325,2025-08-07 14:49:18,4731.08,0.0,4731.08,Card,NO_COUPON,4,7,Electronics,565894.0,Tier 1,0,0,1.0,3,127.0,-0.2356525665720575,0,0,0,0,0,5.0,Low
O000000098,U001225,S000002329,2025-08-07 22:42:33,2133.09,80.0,2053.09,UPI,SHIPFREE,3,7,Electronics,575614.0,Tier 3,0,0,0.0,3,42.0,-0.6577129236540101,0,0,0,0,0,0.0,
O000000099,U001355,S000002343,2025-08-07 06:23:23,1777.26,150.0,1627.26,COD,CPN008,2,2,Electronics,577626.0,Tier 3,0,0,0.0,2,39.0,-0.7155198193158376,0,0,1,0,0,10.0,Low
O000000100,,S000002361,2025-08-07 18:55:13,8721.03,0.0,8721.03,COD,NO_COUPON,2,6,Electronics,568470.0,Tier 1,0,0,0.0,1,1.0,0.4125407373818213,0,0,1,0,0,10.0,Low
O000000101,U000918,S000002371,2025-08-07 01:26:32,6474.78,80.0,6394.78,UPI,SHIPFREE,4,6,Electronics,578600.0,Tier 3,0,0,1.0,1,56.0,0.0476228288851232,0,0,0,1,0,10.0,Low
O000000102,U002003,S000002377,2025-08-07 07:31:21,4966.24,0.0,4966.24,Card,NO_COUPON,4,6,Electronics,568375.0,Tier 1,0,0,0.0,3,124.0,-0.19744929651659462,0,0,0,0,0,0.0,
O000000103,U000427,S000002466,2025-08-07 20:10:22,6766.46,0.0,6766.46,Card,NO_COUPON,3,7,Electronics,575618.0,Tier 3,0,0,0.0,3,37.0,0.09500814020412908,0,1,0,0,0,5.0,Low
O000000104,U003087,S000002474,2025-08-07 15:06:32,9205.43,0.0,9205.43,COD,NO_COUPON,3,7,Electronics,579266.0,Tier 3,0,0,0.0,4,53.0,0.49123466498373575,0,0,1,0,0,10.0,Low
O000000105,U000007,S000002475,2025-08-07 20:47:45,2691.71,80.0,2611.71,Card,SHIPFREE,4,4,Electronics,571222.0,Tier 3,0,0,0.0,4,36.0,-0.5669614747750228,0,0,0,0,0,0.0,
O000000106,U000620,S000002489,2025-08-07 09:56:45,5039.51,0.0,5039.51,Card,NO_COUPON,4,7,Electronics,575438.0,Tier 3,0,0,1.0,2,38.0,-0.18554610891256426,0,0,0,0,0,5.0,Low
O000000107,U002637,S000002501,2025-08-07 13:04:24,5200.96,150.0,5050.96,NetBanking,FLAT150,4,7,Electronics,575439.0,Tier 3,0,0,1.0,3,60.0,-0.15931750732022512,0,0,0,0,0,5.0,Low
O000000108,U000452,S000002502,2025-08-07 18:33:05,12749.53,0.0,12749.53,NetBanking,NO_COUPON,3,4,Electronics,575692.0,Tier 3,0,0,1.0,7,45.0,1.0669967393312694,0,0,0,0,0,5.0,Low
O000000109,U000467,S000002503,2025-08-07 22:39:45,1355.02,0.0,1355.02,UPI,NO_COUPON,2,4,Electronics,575439.0,Tier 3,0,0,1.0,2,60.0,-0.7841154510058302,0,0,0,0,0,5.0,Low
O000000110,U002443,S000002527,2025-08-07 13:37:21,10739.44,0.0,10739.44,COD,NO_COUPON,4,7,Electronics,563967.0,Tier 1,0,0,0.0,6,168.0,0.7404445573879738,0,0,1,0,0,10.0,Low
O000000111,,S000002537,2025-08-07 05:26:42,4802.58,120.0,4682.58,UPI,CPN014,2,6,Electronics,566212.0,Tier 1,0,0,1.0,1,1.0,-0.22403692696938018,0,0,0,1,0,10.0,Low
O000000112,U002485,S000002565,2025-08-07 18:19:07,6097.17,0.0,6097.17,COD,NO_COUPON,4,8,Electronics,568375.0,Tier 1,0,0,0.0,3,124.0,-0.01372236930182749,0,0,1,0,0,10.0,Low
O000000113,,S000002597,2025-08-08 13:00:47,11082.45,150.0,10932.45,Card,CPN008,2,4,Electronics,569602.0,Tier 1,0,0,1.0,1,1.0,0.7961687607462163,0,0,0,0,0,5.0,Low
O000000114,U002037,S000002602,2025-08-08 12:24:40,13244.1,0.0,13244.1,Card,NO_COUPON,4,10,Electronics,577548.0,Tier 3,0,0,1.0,2,36.0,1.1473428495172289,0,0,0,0,0,5.0,Low
O000000115,U001548,S000002606,2025-08-08 06:21:22,10662.57,0.0,10662.57,Card,NO_COUPON,4,10,Electronics,575139.0,Tier 3,0,0,1.0,8,64.0,0.727956526391361,0,0,0,0,0,5.0,Low
O000000116,U001720,S000002615,2025-08-08 19:13:02,14611.47,0.0,14611.47,COD,NO_COUPON,3,7,Electronics,579884.0,Tier 3,0,0,0.0,1,42.0,1.3694809911048211,0,0,1,0,0,10.0,Low
O000000117,U000929,S000002635,2025-08-08 20:58:20,5983.81,0.0,5983.81,Card,NO_COUPON,2,4,Electronics,572788.0,Tier 3,0,0,0.0,4,39.0,-0.032138437908254006,0,0,0,0,0,0.0,
O000000118,U000154,S000002642,2025-08-08 16:42:16,3628.62,0.0,3628.62,UPI,NO_COUPON,4,7,Electronics,572276.0,Tier 3,0,0,0.0,2,35.0,-0.4147543572904858,0,0,0,0,0,0.0,
O000000119,,S000002677,2025-08-08 18:16:18,7243.66,0.0,7243.66,NetBanking,NO_COUPON,4,10,Electronics,569319.0,Tier 1,0,0,0.0,1,1.0,0.17253238102087887,0,0,0,0,0,0.0,
O000000120,U001049,S000002680,2025-08-08 11:02:05,2705.43,0.0,2705.43,Card,NO_COUPON,3,5,Electronics,576422.0,Tier 3,0,0,0.0,4,61.0,-0.5647325716232923,0,0,0,0,0,0.0,
O000000121,U002745,S000002688,2025-08-08 17:19:51,10976.53,150.0,10826.53,COD,CPN008,4,7,Electronics,572769.0,Tier 3,0,0,0.0,6,64.0,0.77896136848446,0,0,1,0,0,10.0,Low
O000000122,U000513,S000002710,2025-08-08 01:13:49,1551.7,0.0,1551.7,Card,NO_COUPON,1,1,Electronics,577545.0,Tier 3,0,0,0.0,1,39.0,-0.752163506991081,0,0,0,1,0,5.0,Low
