order_id,user_id,session_id,order_ts,gross_amount,discount_amount,net_amount,payment_method,coupon_id,item_count,total_qty,top_category,shipping_pincode,shipping_city_tier,high_discount_flag,multi_coupon_user_flag,payment_fail_count,device_reuse_count,pincode_reuse_count,order_value_zscore,qty_outlier_flag,new_user_flag,cod_flag,late_night_flag,multi_order_session_flag,risk_score,risk_band
O000013,U02136,S069268,2024-01-16 02:00:00,14854,948,13906,DEBIT_CARD,NO_COUPON,5,7,Fashion,565399,Tier 2,0,0,1,4,6,0.710074606772038,0,0,0,1,0,23,Low
O000014,U03172,S016836,2024-01-29 22:00:00,5235,862,4373,DEBIT_CARD,NO_COUPON,5,3,Books,527895,Tier 2,0,0,0,6,15,0.7521307020037059,0,0,0,0,0,2,Low
O000015,U02920,S027799,2024-09-01 13:00:00,12106,594,11512,UPI,CP003,5,8,Electronics,984327,Tier 1,0,0,0,3,7,-1.7234454347656507,1,0,0,0,0,22,Low
O000016,U00131,S091650,2024-03-19 16:00:00,4165,1893,2272,CREDIT_CARD,CP001,4,2,Books,556854,Tier 1,1,0,0,1,12,0.060851190619545255,0,0,0,0,0,16,Low
O000017,U01686,S064888,2024-10-15 20:00:00,14577,1021,13556,CREDIT_CARD,CP001,5,8,Fashion,914709,Tier 2,0,0,0,9,9,1.3110802133049755,1,0,0,0,0,26,Medium
O000018,U00770,S019478,2024-10-05 10:00:00,6352,459,5893,UPI,NO_COUPON,5,2,Home,953307,Tier 2,0,0,2,8,1,1.9075975924331976,0,0,0,0,1,28,Medium
O000019,U02392,S017267,2024-07-04 13:00:00,5962,1101,4861,COD,NO_COUPON,5,7,Electronics,741222,Tier 1,0,0,0,6,16,1.2218509880163482,0,0,1,0,0,15,Low
O000020,U01516,S086329,2024-04-02 19:00:00,2644,433,2211,COD,NO_COUPON,5,2,Home,507980,Tier 1,0,0,3,3,18,-0.5048335838824318,0,0,1,0,0,30,Medium
O000021,U02854,S085989,2024-06-06 18:00:00,4770,1403,3367,UPI,NO_COUPON,2,7,Fashion,303054,Tier 3,0,0,0,5,7,0.7194573944114034,0,0,0,0,0,1,Low
O000022,U02434,S043527,2024-06-29 06:00:00,12457,1675,10782,CREDIT_CARD,CP001,3,1,Electronics,620013,Tier 1,0,0,0,9,18,-0.8455900710753096,0,0,0,0,0,10,Low
O000023,U01216,S011890,2024-03-17 17:00:00,8607,1463,7144,COD,CP001,2,6,Fashion,872999,Tier 2,0,0,0,7,8,1.3935768984309358,0,0,1,0,0,11,Low
O000024,U00956,S024336,2024-05-30 13:00:00,1876,887,989,UPI,NO_COUPON,5,7,Fashion,247953,Tier 2,1,0,1,2,15,-0.9203166566322112,0,0,0,0,0,34,Medium
O000025,U02325,S011255,2024-10-15 06:00:00,3962,782,3180,CREDIT_CARD,NO_COUPON,1,4,Electronics,700964,Tier 3,0,0,0,6,6,-1.0250399555359986,0,0,0,0,0,14,Low
O000026,U01185,S086611,2024-01-18 08:00:00,847,1362,-515,COD,NO_COUPON,1,1,Books,281014,Tier 2,1,0,1,9,12,1.1454796612359994,0,0,1,0,0,26,Medium
O000027,U00460,S011443,2024-07-07 21:00:00,500,987,-487,COD,NO_COUPON,4,6,Electronics,341768,Tier 1,1,0,0,1,15,0.013239786692855224,0,1,1,0,0,31,Medium
O000028,U00022,S046290,2024-01-17 18:00:00,562,1447,-885,UPI,NO_COUPON,2,4,Home,370345,Tier 1,1,0,0,5,15,0.7503929084442604,0,0,0,0,0,19,Low
O000029,U02301,S053748,2024-08-06 05:00:00,2283,168,2115,CREDIT_CARD,CP002,4,3,Books,345360,Tier 2,0,1,0,9,10,0.838232812354274,0,1,0,1,0,21,Low
O000030,U00748,S037328,2024-04-29 04:00:00,12506,708,11798,COD,NO_COUPON,4,4,Electronics,348858,Tier 1,0,1,0,3,9,-1.1684812595955165,0,0,1,1,0,41,Medium
O000031,U02905,S016200,2024-02-03 19:00:00,8917,964,7953,UPI,NO_COUPON,1,6,Electronics,124568,Tier 1,0,1,0,3,14,0.07316933320209273,0,0,0,0,0,26,Medium
O000032,U00475,S072828,2024-07-14 09:00:00,7066,1285,5781,COD,NO_COUPON,2,5,Electronics,786690,Tier 1,0,0,0,9,14,-0.7817045756351947,0,0,1,0,0,27,Medium
O000033,U01083,S000113,2024-07-20 23:00:00,1542,726,816,CREDIT_CARD,CP001,3,2,Electronics,889248,Tier 1,1,0,0,3,17,-1.9648075913363185,0,0,0,1,0,28,Medium
O000034,U02559,S087052,2024-12-06 10:00:00,14866,1602,13264,DEBIT_CARD,CP003,2,2,Electronics,395238,Tier 1,0,0,0,9,11,-0.09966125409973699,0,0,0,0,0,2,Low
O000035,U02048,S019582,2024-12-12 15:00:00,9536,228,9308,COD,NO_COUPON,4,3,Home,969234,Tier 1,0,0,0,3,6,-0.6847428846388374,0,1,1,0,1,41,Medium
O000036,U02748,S059723,2024-08-05 16:00:00,11372,1184,10188,CREDIT_CARD,CP002,5,6,Fashion,380199,Tier 1,0,0,0,8,12,0.5998138604820396,0,0,0,0,0,14,Low
O000037,U00976,S092037,2024-03-20 06:00:00,12811,426,12385,COD,NO_COUPON,4,1,Home,465450,Tier 3,0,0,0,9,17,1.1333738573967589,0,0,1,0,0,28,Medium
O000038,U01807,S097563,2024-09-28 02:00:00,1734,121,1613,DEBIT_CARD,NO_COUPON,2,7,Fashion,249630,Tier 3,0,0,0,3,5,-0.7334729161888345,0,0,0,1,0,24,Low
O000039,U00190,S016524,2024-01-16 07:00:00,2484,148,2336,DEBIT_CARD,CP001,1,8,Electronics,629523,Tier 1,0,0,0,1,6,-1.1216805075047325,1,0,0,0,0,25,Low
O000040,U03006,S066961,2024-01-12 02:00:00,12948,851,12097,COD,NO_COUPON,2,7,Home,985659,Tier 1,0,0,0,9,3,-0.07006197552026203,0,0,1,1,0,29,Medium
O000041,U02735,S019553,2024-08-28 20:00:00,9970,704,9266,UPI,NO_COUPON,3,3,Fashion,771521,Tier 3,0,0,0,7,1,0.3035347777299232,0,1,0,0,0,9,Low
O000042,U03006,S010809,2024-06-26 10:00:00,2094,1766,328,COD,NO_COUPON,5,6,Fashion,507763,Tier 2,1,0,0,6,18,0.5184954288574126,0,0,1,0,0,34,Medium
O000043,U00563,S072526,2024-08-15 15:00:00,6757,110,6647,CREDIT_CARD,NO_COUPON,5,4,Electronics,754235,Tier 3,0,1,0,4,14,2.0362046610174582,0,0,0,0,0,24,Low
O000044,U01900,S023621,2024-09-29 08:00:00,11243,1680,9563,UPI,NO_COUPON,4,5,Electronics,321104,Tier 1,0,0,1,5,12,1.1685810521201323,0,0,0,0,0,22,Low
O000045,U01268,S000888,2024-05-13 23:00:00,2452,1244,1208,CREDIT_CARD,CP001,2,3,Books,261980,Tier 2,1,0,1,7,12,-0.013154856717297329,0,0,0,1,0,24,Low
O000046,U02880,S031803,2024-10-09 19:00:00,2195,1927,268,CREDIT_CARD,CP001,1,5,Books,539785,Tier 3,1,0,3,9,11,2.348084823589689,0,0,0,0,0,25,Low
O000047,U01529,S085025,2024-06-01 01:00:00,1454,63,1391,UPI,CP001,3,6,Fashion,459332,Tier 2,0,0,0,6,19,0.8640509584335603,0,0,0,1,0,5,Low
O000048,U00647,S095550,2024-05-16 20:00:00,3791,637,3154,DEBIT_CARD,NO_COUPON,4,8,Books,882722,Tier 2,0,0,0,4,3,0.9820921084834304,1,0,0,0,0,12,Low
O000049,U02069,S081939,2024-11-12 05:00:00,9048,1753,7295,CREDIT_CARD,NO_COUPON,2,6,Home,594344,Tier 2,0,0,0,4,2,2.003781163065486,0,0,0,1,0,21,Low
O000050,U02889,S086742,2024-09-15 19:00:00,12287,1819,10468,COD,CP002,1,9,Fashion,416403,Tier 3,0,1,0,3,7,0.4547491117879336,1,0,1,0,0,43,Medium
O000051,U02215,S026050,2024-04-12 00:00:00,1468,1377,91,DEBIT_CARD,NO_COUPON,2,4,Home,287093,Tier 3,1,0,0,2,12,0.18922074036107242,0,0,0,1,0,23,Low
O000052,U01298,S077790,2024-02-24 00:00:00,741,1497,-756,DEBIT_CARD,NO_COUPON,1,2,Books,437025,Tier 1,1,0,0,4,19,0.33099185562493566,0,0,0,1,0,18,Low
O000053,U02436,S084527,2024-04-10 05:00:00,12138,908,11230,UPI,CP002,2,9,Home,626358,Tier 1,0,0,0,6,13,-0.03341076455253249,1,0,0,1,0,33,Medium
O000054,U00601,S007847,2024-10-27 01:00:00,4734,1771,2963,COD,NO_COUPON,2,3,Fashion,975698,Tier 1,1,0,2,1,19,-0.5002488258082657,0,1,1,1,0,42,Medium
O000055,U02364,S090564,2024-08-24 13:00:00,10836,1508,9328,COD,NO_COUPON,4,7,Home,989336,Tier 3,0,0,1,2,4,-1.1898015821740064,0,0,1,0,0,15,Low
O000056,U02062,S046221,2024-06-30 06:00:00,8838,12,8826,DEBIT_CARD,NO_COUPON,2,4,Fashion,395832,Tier 1,0,0,0,8,12,1.130369054509844,0,0,0,0,0,3,Low
O000057,U00242,S046164,2024-10-28 23:00:00,7849,933,6916,CREDIT_CARD,CP002,2,1,Books,597611,Tier 1,0,0,0,3,4,1.1832277001807243,0,0,0,1,0,18,Low
O000058,U02042,S003766,2024-11-10 09:00:00,13868,1176,12692,CREDIT_CARD,NO_COUPON,4,8,Fashion,742458,Tier 3,0,1,0,1,13,-0.5123013467479076,1,0,0,0,0,33,Medium
O000059,U02825,S081487,2024-08-11 16:00:00,5661,238,5423,COD,CP003,4,4,Books,385000,Tier 2,0,0,0,2,7,0.0537686365921279,0,0,1,0,0,17,Low
O000060,U02613,S045271,2024-08-19 03:00:00,9234,1213,8021,DEBIT_CARD,NO_COUPON,5,6,Electronics,802934,Tier 3,0,1,0,3,6,-0.6140053083640356,0,0,0,1,0,30,Medium
O000061,U02946,S075278,2024-09-12 15:00:00,9383,662,8721,DEBIT_CARD,NO_COUPON,5,7,Books,248899,Tier 2,0,0,2,2,12,0.5607554622922007,0,0,0,0,0,12,Low
O000062,U01364,S088279,2024-01-24 12:00:00,1525,1109,416,DEBIT_CARD,NO_COUPON,4,8,Fashion,768059,Tier 1,1,0,1,4,12,0.574102637010364,1,0,0,0,0,31,Medium
O000063,U02140,S090240,2024-07-09 21:00:00,12742,1044,11698,UPI,CP001,3,2,Fashion,201105,Tier 1,0,0,0,4,16,-0.341095002574254,0,1,0,0,0,10,Low
O000064,U01391,S022932,2024-12-12 19:00:00,12697,693,12004,COD,NO_COUPON,1,9,Electronics,183695,Tier 2,0,0,1,2,13,-0.25150300222468697,1,0,1,0,1,47,Medium
O000065,U03004,S089117,2024-12-03 13:00:00,3859,1342,2517,COD,CP002,4,3,Electronics,566972,Tier 1,1,0,0,1,17,-0.21456290307871928,0,0,1,0,0,21,Low
O000066,U01479,S055634,2024-02-06 08:00:00,5757,1181,4576,CREDIT_CARD,CP001,5,1,Books,627991,Tier 2,0,0,0,3,8,-0.5837667947385539,0,0,0,0,0,10,Low
O000067,U02557,S080703,2024-08-14 07:00:00,6236,970,5266,CREDIT_CARD,NO_COUPON,2,2,Home,721481,Tier 2,0,0,0,4,1,0.36967466615533795,0,0,0,0,0,8,Low
O000068,U00776,S051914,2024-06-30 09:00:00,8179,963,7216,COD,CP001,4,8,Home,474645,Tier 1,0,0,1,6,12,-2.1407007879604976,1,0,1,0,0,31,Medium
O000069,U00035,S094777,2024-03-26 18:00:00,3451,1504,1947,COD,NO_COUPON,4,6,Electronics,206015,Tier 2,1,0,0,5,7,0.07306490911236116,0,0,1,0,0,31,Medium
O000070,U02254,S025992,2024-02-22 02:00:00,9421,1902,7519,CREDIT_CARD,CP001,5,1,Books,181547,Tier 3,0,0,1,2,12,1.7453807248698514,0,0,0,1,0,20,Low
O000071,U03153,S054846,2024-08-22 10:00:00,7889,75,7814,COD,CP001,5,9,Electronics,218429,Tier 3,0,0,1,4,19,0.6773283617081495,1,1,1,0,0,44,Medium
O000072,U01956,S098506,2024-10-13 16:00:00,13191,328,12863,CREDIT_CARD,NO_COUPON,3,7,Electronics,588507,Tier 2,0,1,0,6,13,-0.9566318874708281,0,0,0,0,0,21,Low
O000073,U01586,S055313,2024-04-09 22:00:00,3055,1439,1616,COD,NO_COUPON,5,3,Fashion,255786,Tier 1,1,0,0,4,10,-0.9235294354622956,0,0,1,0,0,22,Low
O000074,U03074,S010562,2024-01-15 10:00:00,14727,1226,13501,UPI,CP002,5,7,Fashion,448516,Tier 3,0,0,2,7,2,-0.5225763117338827,0,0,0,0,0,27,Medium
O000075,U01022,S016902,2024-04-10 04:00:00,1650,1252,398,UPI,NO_COUPON,5,6,Fashion,969514,Tier 2,1,0,0,6,3,-0.6435051566462902,0,0,0,1,0,22,Low
O000076,U02614,S095557,2024-01-29 17:00:00,2235,151,2084,DEBIT_CARD,CP002,2,3,Electronics,988175,Tier 3,0,0,0,6,12,0.687380040303693,0,0,0,0,0,14,Low
O000077,U01130,S062876,2024-04-16 11:00:00,8431,1798,6633,COD,NO_COUPON,4,8,Books,345358,Tier 2,0,0,0,2,5,-0.7807676888008971,1,0,1,0,0,35,Medium
O000078,U01501,S025918,2024-05-09 19:00:00,1538,71,1467,CREDIT_CARD,NO_COUPON,4,1,Home,266373,Tier 1,0,0,0,7,5,0.6625979917277782,0,0,0,0,0,16,Low
O000079,U00703,S062121,2024-09-27 19:00:00,6869,224,6645,COD,CP002,5,5,Home,793740,Tier 3,0,0,1,9,5,-0.14830998680125393,0,0,1,0,0,32,Medium
O000080,U02450,S001989,2024-08-01 17:00:00,7627,472,7155,COD,NO_COUPON,3,8,Fashion,240623,Tier 2,0,0,0,6,7,0.3180583129980666,1,0,1,0,0,32,Medium
O000081,U02778,S014257,2024-06-14 22:00:00,3412,1920,1492,DEBIT_CARD,CP001,5,3,Books,730522,Tier 1,1,0,0,8,8,0.6600843199991486,0,0,0,0,0,25,Low
O000082,U01580,S087729,2024-02-28 18:00:00,5340,1666,3674,CREDIT_CARD,CP001,3,6,Fashion,905041,Tier 2,1,0,2,6,19,0.4827774003083802,0,0,0,0,0,26,Medium
O000083,U00162,S028231,2024-11-26 23:00:00,11232,359,10873,COD,NO_COUPON,4,2,Books,454816,Tier 1,0,0,0,6,16,1.6734968373269676,0,0,1,1,0,19,Low
O000084,U00202,S059779,2024-07-12 07:00:00,13106,539,12567,CREDIT_CARD,NO_COUPON,3,9,Books,431352,Tier 2,0,0,3,4,10,1.3705014067536716,1,0,0,0,0,36,Medium
O000085,U01982,S045834,2024-05-18 04:00:00,1742,810,932,COD,NO_COUPON,3,2,Books,757520,Tier 2,1,0,2,6,13,-0.7797553675971635,0,0,1,1,0,43,Medium
O000086,U00996,S022626,2024-09-30 22:00:00,9464,608,8856,DEBIT_CARD,NO_COUPON,1,5,Electronics,288698,Tier 1,0,0,0,4,2,2.1839623469108806,0,1,0,0,0,5,Low
O000087,U02318,S032089,2024-02-19 13:00:00,10608,1069,9539,CREDIT_CARD,NO_COUPON,3,3,Books,229567,Tier 3,0,0,0,6,4,0.18209865255150026,0,0,0,0,0,2,Low
O000088,U00816,S079651,2024-04-27 09:00:00,8598,0,8598,COD,NO_COUPON,3,9,Electronics,232869,Tier 2,0,0,0,1,2,0.4120726093297402,1,0,1,0,0,29,Medium
O000089,U00456,S041168,2024-07-09 11:00:00,3912,677,3235,UPI,NO_COUPON,2,9,Home,718536,Tier 1,0,1,0,7,3,0.9533033369430925,1,0,0,0,0,30,Medium
O000090,U01276,S071292,2024-11-18 20:00:00,2999,1268,1731,CREDIT_CARD,NO_COUPON,4,7,Home,453446,Tier 1,1,0,1,2,10,-0.9596061373089504,0,0,0,0,0,31,Medium
O000091,U01017,S065304,2024-03-18 23:00:00,12132,1242,10890,DEBIT_CARD,NO_COUPON,5,5,Electronics,803318,Tier 3,0,0,0,6,11,1.7552661729399472,0,0,0,1,0,22,Low
O000092,U02344,S076362,2024-03-15 06:00:00,13731,1637,12094,UPI,NO_COUPON,1,9,Home,854908,Tier 1,0,0,0,9,3,0.3400490432102355,1,1,0,0,0,23,Low
O000093,U02768,S088230,2024-10-07 20:00:00,7660,290,7370,CREDIT_CARD,NO_COUPON,3,7,Home,778813,Tier 3,0,0,0,3,5,1.4237305879688178,0,0,0,0,0,17,Low
O000094,U00338,S004118,2024-06-19 14:00:00,6610,1481,5129,CREDIT_CARD,NO_COUPON,2,2,Fashion,697717,Tier 1,0,1,0,4,6,-0.027166618695650863,0,0,0,0,0,29,Medium
O000095,U00879,S090266,2024-07-29 15:00:00,4045,203,3842,CREDIT_CARD,NO_COUPON,2,1,Electronics,382936,Tier 1,0,0,0,5,13,-0.8163258967883646,0,0,0,0,0,12,Low
O000096,U01077,S097719,2024-03-26 20:00:00,1713,1225,488,CREDIT_CARD,NO_COUPON,5,4,Electronics,771065,Tier 3,1,0,0,8,5,0.7035584186283298,0,0,0,0,0,19,Low
O000097,U00792,S060711,2024-07-06 19:00:00,11623,565,11058,COD,NO_COUPON,5,8,Electronics,839798,Tier 2,0,0,0,6,3,-0.8698051723275597,1,0,1,0,0,38,Medium
O000098,U02265,S094427,2024-11-01 22:00:00,918,481,437,COD,NO_COUPON,4,6,Fashion,424738,Tier 1,1,1,1,8,12,-0.3375970549889952,0,0,1,0,0,35,Medium
O000099,U00764,S094877,2024-05-20 04:00:00,12473,1815,10658,CREDIT_CARD,NO_COUPON,3,2,Electronics,624335,Tier 3,0,1,0,3,3,-2.465507046572346,0,0,0,1,0,23,Low
O000100,U02236,S067055,2024-09-16 13:00:00,5460,510,4950,DEBIT_CARD,NO_COUPON,2,5,Home,100133,Tier 1,0,1,0,3,19,1.4960931729374884,0,0,0,0,0,29,Medium
O000101,U00380,S030950,2024-01-09 18:00:00,1288,923,365,COD,NO_COUPON,1,9,Books,842955,Tier 3,1,0,0,9,15,-0.38982090801158814,1,0,1,0,0,45,Medium
O000102,U00493,S022548,2024-04-10 20:00:00,2371,277,2094,CREDIT_CARD,NO_COUPON,4,6,Fashion,111238,Tier 2,0,0,0,6,10,-0.18576625379093434,0,0,0,0,0,13,Low
O000103,U03113,S081883,2024-05-25 00:00:00,13282,1004,12278,CREDIT_CARD,CP003,3,6,Fashion,397276,Tier 1,0,0,0,8,6,0.16348513624829003,0,0,0,1,0,12,Low
O000104,U01181,S068137,2024-08-30 16:00:00,13850,15,13835,DEBIT_CARD,NO_COUPON,5,7,Electronics,463957,Tier 2,0,0,0,4,16,0.6690564669650914,0,0,0,0,1,17,Low
O000105,U02063,S064620,2024-12-02 10:00:00,14997,1548,13449,DEBIT_CARD,CP003,3,5,Books,259154,Tier 3,0,0,1,5,15,-1.1504858674387264,0,0,0,0,0,10,Low
O000106,U00065,S061843,2024-04-04 01:00:00,2525,355,2170,DEBIT_CARD,CP001,5,3,Books,601845,Tier 2,0,0,0,9,2,-1.32218985769848,0,0,0,1,0,14,Low
O000107,U02569,S094804,2024-01-06 21:00:00,6764,355,6409,UPI,CP001,3,3,Books,473807,Tier 2,0,0,0,7,17,1.227948553777792,0,0,0,0,0,7,Low
O000108,U01368,S026991,2024-07-24 02:00:00,2946,829,2117,CREDIT_CARD,NO_COUPON,1,5,Home,942737,Tier 1,0,0,0,5,16,-0.41211209346968314,0,0,0,1,0,18,Low
O000109,U01153,S016194,2024-04-09 11:00:00,7929,1962,5967,DEBIT_CARD,CP003,4,4,Books,677534,Tier 3,0,0,0,7,3,0.4525928153203838,0,0,0,0,0,18,Low
O000110,U02028,S030110,2024-08-24 01:00:00,14773,598,14175,CREDIT_CARD,NO_COUPON,5,5,Electronics,151689,Tier 3,0,0,0,9,19,-0.3676432073612062,0,0,0,1,0,18,Low
O000111,U02696,S019234,2024-09-14 14:00:00,5323,1101,4222,COD,CP002,1,9,Home,253440,Tier 3,0,0,0,3,4,0.76338832267994,1,0,1,0,0,25,Low
O000112,U01496,S081731,2024-12-02 06:00:00,9252,927,8325,CREDIT_CARD,NO_COUPON,2,5,Books,397383,Tier 2,0,0,0,3,5,-0.3880344434007535,0,0,0,0,1,11,Low
O000113,U03135,S034511,2024-08-09 13:00:00,3151,1090,2061,CREDIT_CARD,NO_COUPON,1,4,Electronics,692258,Tier 1,1,0,0,4,13,0.3123134931084691,0,0,0,0,0,26,Medium
O000114,U01163,S001307,2024-06-06 16:00:00,13940,858,13082,UPI,CP002,1,4,Home,350781,Tier 3,0,0,0,7,2,0.628687891981471,0,0,0,0,0,6,Low
O000115,U01523,S003850,2024-11-21 18:00:00,12596,1746,10850,COD,NO_COUPON,1,1,Home,825231,Tier 1,0,0,0,5,12,0.2829266764670028,0,0,1,0,0,15,Low
O000116,U02641,S012361,2024-12-09 05:00:00,1039,213,826,COD,CP003,5,4,Books,705847,Tier 3,0,0,0,5,17,0.4519551512686277,0,0,1,1,0,29,Medium
O000117,U00392,S094768,2024-10-09 17:00:00,6999,1720,5279,UPI,NO_COUPON,2,4,Home,839585,Tier 1,0,0,0,4,10,-0.0239692667927275,0,0,0,0,0,3,Low
O000118,U01699,S045801,2024-12-09 04:00:00,5255,448,4807,DEBIT_CARD,CP002,4,9,Fashion,227019,Tier 2,0,0,1,8,9,-1.3828756629531398,1,0,0,1,0,23,Low
O000119,U00419,S036964,2024-10-06 05:00:00,6459,964,5495,DEBIT_CARD,CP002,1,4,Electronics,454066,Tier 2,0,0,0,3,9,-1.5547543475721692,0,0,0,1,0,13,Low
O000120,U02337,S054331,2024-10-16 07:00:00,11828,1456,10372,CREDIT_CARD,NO_COUPON,5,7,Books,539486,Tier 3,0,1,0,2,17,-1.1930820223227467,0,1,0,0,0,26,Medium
O000121,U00379,S051708,2024-02-16 14:00:00,3789,1568,2221,UPI,NO_COUPON,5,1,Electronics,711889,Tier 3,1,0,2,4,9,-0.7020481399077793,0,0,0,0,0,22,Low
O000122,U01797,S018690,2024-07-21 21:00:00,11302,1138,10164,DEBIT_CARD,CP001,4,7,Electronics,828339,Tier 1,0,0,0,8,14,0.9525069459873334,0,0,0,0,0,12,Low
O000123,U02279,S029085,2024-09-02 23:00:00,6046,786,5260,COD,NO_COUPON,3,2,Fashion,220632,Tier 1,0,0,0,4,17,-2.037083409307436,0,0,1,1,0,32,Medium
O000124,U03066,S040388,2024-11-16 17:00:00,13604,1443,12161,UPI,NO_COUPON,2,8,Home,144014,Tier 3,0,0,0,8,17,0.46976371283244606,1,0,0,0,0,26,Medium
O000125,U02089,S074817,2024-02-13 11:00:00,10636,498,10138,DEBIT_CARD,NO_COUPON,2,1,Fashion,820240,Tier 1,0,0,0,5,2,-0.6391278408106155,0,0,0,0,0,17,Low
O000126,U03100,S002643,2024-11-08 10:00:00,11837,709,11128,COD,NO_COUPON,1,3,Fashion,377809,Tier 2,0,1,0,9,15,0.48674347952094676,0,0,1,0,0,23,Low
O000127,U02183,S042138,2024-06-04 07:00:00,3258,379,2879,UPI,CP001,3,8,Home,402686,Tier 3,0,0,0,2,11,1.5634966995699826,1,0,0,0,0,25,Low
O000128,U00201,S079833,2024-07-17 22:00:00,5811,1166,4645,CREDIT_CARD,CP003,2,8,Books,973201,Tier 3,0,0,0,8,5,0.19401476467006418,1,0,0,0,0,29,Medium
O000129,U01864,S055562,2024-06-10 10:00:00,11952,739,11213,CREDIT_CARD,NO_COUPON,1,5,Electronics,792328,Tier 2,0,0,0,7,9,0.90853737557934,0,0,0,0,0,12,Low
O000130,U00780,S062261,2024-08-21 02:00:00,4607,631,3976,COD,NO_COUPON,3,5,Books,385625,Tier 2,0,0,0,2,9,-0.6712654643981711,0,0,1,1,0,25,Low
O000131,U02978,S015439,2024-04-25 09:00:00,2395,1888,507,DEBIT_CARD,NO_COUPON,5,8,Books,956990,Tier 2,1,0,2,5,14,-0.5908160721497088,1,0,0,0,0,48,Medium
O000132,U03105,S048443,2024-10-10 17:00:00,3000,1047,1953,DEBIT_CARD,NO_COUPON,1,5,Fashion,545860,Tier 1,1,0,0,6,8,1.1436408201304729,0,0,0,0,0,20,Low
O000133,U03120,S002995,2024-07-24 17:00:00,3329,538,2791,UPI,CP002,3,9,Home,409098,Tier 1,0,0,1,9,11,2.1030964026028234,1,0,0,0,1,25,Low
O000134,U00503,S099576,2024-08-07 23:00:00,12565,944,11621,COD,NO_COUPON,4,1,Home,220156,Tier 3,0,1,0,8,12,0.8130369639824228,0,0,1,1,0,32,Medium
O000135,U02455,S001814,2024-05-15 09:00:00,547,1098,-551,DEBIT_CARD,CP001,2,5,Electronics,992675,Tier 1,1,0,1,7,7,-1.8088185758957982,0,0,0,0,0,25,Low
O000136,U01752,S093028,2024-04-27 12:00:00,2864,752,2112,CREDIT_CARD,NO_COUPON,1,3,Home,633433,Tier 2,0,0,1,1,3,-1.0748092551728528,0,0,0,0,0,24,Low
O000137,U00805,S084382,2024-11-04 07:00:00,10948,534,10414,COD,CP002,5,3,Books,331049,Tier 2,0,0,0,3,3,-0.3665165715626067,0,0,1,0,0,27,Medium
O000138,U02147,S055277,2024-04-09 04:00:00,6166,672,5494,CREDIT_CARD,CP001,1,2,Home,805854,Tier 1,0,1,0,1,14,0.43299239292585506,0,1,0,1,0,26,Medium
